processed_data,label
thơm hơn 38 nma kco ảnh 25 nên lấy tạm ảnh với vid 38 t,"[0, 0, 1, 0, 0, 0, 0, 0]"
màu siêu đẹp luôn nha highly recomend thumbs_up,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu đẹp chất mướt nha rất được mùi son thơm,"[0, 1, 1, 0, 0, 1, 0, 0]"
son k bột lắm đâu ạ lên môi lúc đầu đều lắm nhưng bặm vài cái thì chỗ có chỗ không,"[0, 1, 0, 0, 0, 0, 0, 0]"
chất_lượng sản_phẩm tuyệt_vời phù_hợp với giá tiền đóng_gói cẩn_thận,"[0, 0, 0, 1, 0, 0, 0, 1]"
thỏi thứ 2 mình mua thích màu này dã_man mỗi tội chất son hơn bột,"[0, 1, 0, 0, 0, 1, 0, 0]"
son mịn màu lên chuẩn mua không uổng tiền rất đáng để được 5 sao,"[0, 1, 0, 1, 0, 1, 0, 0]"
vẫn luôn trung_thành vs màu này ảnh chỉ mang tính_chất nhận xu,"[0, 0, 0, 0, 0, 1, 0, 0]"
son xinh màu đẹp xỉu nha mng oi giao hàng hơi lâu xíu vì shop quốc_tế,"[0, 0, 0, 0, 0, 1, 1, 0]"
sản_phẩm rất tuyệt_vời hài_lòng khi tin_tưởng và sử_dụng hàng của nhà y thật tuyệt_vời hài_lòng,"[0, 0, 0, 0, 1, 0, 0, 0]"
cọ màu đẹp nhỏ hơn mình nghĩ lông cọ khá cứng 7 10 aạ,"[0, 0, 0, 0, 1, 0, 0, 0]"
sp same hình,"[0, 0, 0, 0, 1, 0, 0, 0]"
đóng gói cẩn_thận sản_phẩm tốt dùng kh bị kích_ứng phù_hợp với giá tiền,"[0, 0, 0, 1, 0, 0, 0, 1]"
nhận hàng khá nhanh shop gói hàng cũng cẩn_thận nữa son đánh lên mềm mịn dễ tán cực luôn k có mùi nha đánh lên mịn lì nhưng k hề khô mà giá quá rẻ luôn ý mỗi tội là son khi test lên tay sẽ đẹp hơn khi lên môi mình và màu trên hình cũng đẹp hơn so vs ngoài nữa dù_sao cũng cực ưng nha,"[0, 1, 1, 1, 0, 1, 1, 1]"
son mềm mịn đáng mua nha mọi ngưòi thấy của shope mal nên cũng yên_tâm,"[0, 1, 0, 0, 0, 0, 0, 0]"
không thết lắm ạ không thích lắm huhuhu không thết lắm ạ không thích lắm huhuhu không thết lắm ạ không thích lắm huhuhu không thết lắm ạ không thích lắm huhuhu,"[0, 0, 0, 0, 1, 0, 0, 0]"
kết_cấu chất nhung mịn độ bền_màu hơi làm khô môi thoa tầm 2 tiếng là môi khá khô r rẻ đẹp gần tết nên ship lâu 301 mình mua lần 2 r vẫn đẹp 302 màu hơi sến hồng cánh sen ngả tím khá sáng đáng nhẽ mình phải xem review của lio trc khi đặt nh 0 sao chắc mix với son đậm hơn là đc,"[1, 1, 0, 1, 0, 1, 1, 0]"
hàng giao đúng màu thời_gian giao on đẹp đã mua nhiều lần,"[0, 0, 0, 0, 0, 1, 1, 0]"
giao hàng nhanh chất_lượng sản_phẩm cực_kì tốt đã mua ở shop nhiều lần và rất ưng_ý 10 điểm,"[0, 0, 0, 0, 0, 0, 1, 0]"
giao hàng nhanh đóng_gói cẩn_thận chất_lượng sản_phẩm tốt,"[0, 0, 0, 0, 0, 0, 1, 1]"
công_dụng làm đẹp kết_cấu tốt độ bền_màu tốt son xinh màu đẹp giao hàng nhanh_chóng ạ sẽ ủng_hộ shop,"[1, 1, 0, 0, 0, 1, 1, 0]"
son thơm mịn màu oke ăn thì sẽ bị trôi phần lòng môi nhé mọi người shop gói hàng cũng oke nha,"[1, 1, 1, 0, 0, 1, 0, 1]"
màu rất đẹp mình mua tặng crush nhân_dịp 20 10 crush yêu luôn các bạn à,"[0, 0, 0, 0, 0, 1, 0, 0]"
sản_phẩm chất_lượng tuyệt_vời đóng_gói cẩn_thận giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 1]"
độ bền_màu k lì lắm thơm mùi socola lắm luôn muốn ăn luôn quá vỏ rất chắc_chắn mãi ms mở đc giá rẻ,"[1, 0, 1, 1, 0, 0, 0, 0]"
cây son hơi nhỏ cầm nhẹ_tay chất son mịn,"[0, 1, 0, 0, 0, 0, 0, 0]"
403 đỉnh nhứt nhe mng mình có 402 với 404 nhưng 403 vẫn best nhớ,"[0, 0, 0, 0, 0, 1, 0, 0]"
sản_phẩm rất xinh_đẹp tuyệt_vời tôi không_thể trông_đợi gì hơn cảm_ơn nhà cung_cấp nhà_sản_xuất cảm_ơn người bán hàng cảm_ơn sàn thương_mại_điện_tử cảm_ơn người vận_chuyển để tôi có cơ_hội dùng sản_phẩm tốt như thế này,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu đẹp lắm nha cực_kì yêu_thích lần sau sẽ ủng_hộ tiếp aạ,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng son lên màu đẹp kết_cấu đặc son đẹp cả về hình_thức lẫn_màu son giá_cả phải_chăng mà được như vậy là quá ổn_áp mn nên mua nhé hàng quốc_tế giao hơi lâu thôi,"[0, 1, 0, 1, 0, 1, 1, 0]"
hinh ảnh mang tính_chất minh sp đáng để mua nhé mn ơioi,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu son đẹp lắm đã mua lại shop giao hàng nhanh dù vào ngày săn sale,"[0, 0, 0, 0, 0, 1, 1, 0]"
thiết_kế thỏi nhìn đẹp màu son xinh,"[0, 0, 0, 0, 0, 1, 0, 0]"
k uổng_công chờ_đợi son siêu mịn thơm nữa mềm môi k bị khô lần sau sẽ ủng_hộ shop thumbs_up,"[0, 1, 1, 0, 0, 0, 0, 0]"
son cũng okie mà không được lì màu hơi lệch so với màu gốc p s ảnh của mình là son khác,"[1, 0, 0, 0, 0, 1, 0, 0]"
màu tươi hơn mình nghĩ dùng romand nhiều rồi nên khá thích,"[0, 0, 0, 0, 0, 1, 0, 0]"
xin_lỗi về hình_ảnh hỏng liên_quan nhma màu rất đẹp đó nha theo mình thấy màu này khá hợp với các bạn da ngăm chút vì nó lên trông sang cực_kì hihi các bạn da ngăm nên try như mình nhé,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu son sang xịn mịn nên cười tươi xíu được hông tại ưng_ý quá_chừng,"[0, 0, 0, 0, 0, 1, 0, 0]"
dùng nhiều loại son nhiều loại màu nhưng bia25 vẫn là chân ái thumbs_up,"[0, 0, 0, 0, 0, 1, 0, 0]"
son màu xinh hàng chính hãng nên yên_tâm tuyệt_đối mk đã dùng bia nhiều r siêu lâu trôi mà k bọ khô môi,"[1, 1, 0, 0, 0, 1, 0, 0]"
son thơm với mịn lắm nhưng mà thoa lên phải tán nhanh 9 k cho 2 cây thì giá quá hời mà chất son cũng đẹp nữa red_heart,"[0, 1, 1, 1, 0, 0, 0, 0]"
son màu ko đẹp lắm chắc là ko phải gu của mình nhưng nhìn ko giống hàng thật nhìn hình như là hàng fake,"[0, 0, 0, 0, 0, 1, 0, 0]"
son đánh mượt mềm môi giao hàng nhanh_chóng màu hợp vs da mình săn đc sale nên mua rẻ đóng_gói cẩn_thận check đc mã_vạch vd mang tính_chất nhận xu,"[0, 1, 0, 1, 0, 1, 1, 1]"
ko chê vào đâu đc son màu siêu xinh mỗi tội có 1 thỏi son mk bị cong là sao,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu này khá xinh tone sáng hơn trong ảnh một_chút nhưng đẹp mua 2 lần rồi ok,"[0, 0, 0, 0, 0, 1, 0, 0]"
giao hàng nhanh chất son ok chưa sử_dụng nên chưa biết độ bám,"[1, 1, 0, 0, 0, 0, 1, 0]"
son đẹp hồng hơn hình 1 xíu có điều giao hơi lâu chất_lượng son ok ko bị khô,"[0, 1, 0, 0, 0, 1, 1, 0]"
giao hàng nhanh mua hai lần rồi son màu này dùng nhẹ_nhàng k kén da,"[0, 0, 0, 0, 0, 1, 1, 0]"
son dc mướt nhiều kh thơm lắm nch là dc nha,"[0, 1, 1, 0, 0, 0, 0, 0]"
son đẹp lém ạ hàng quốc_tế nên giao hơi lâu xíu_shop đóng_gói cẩn_thận shiper nhiệt_tình sr hình_ảnh và video không liên_quan,"[0, 0, 0, 0, 0, 0, 1, 1]"
mua rất n lần và ưng_ý nên mua chỗ uy_tín như mal này fake sợ lắm 5 sao nha kiss_mark,"[0, 0, 0, 0, 1, 0, 0, 0]"
son lên mầu khá giống hình vỏ son nhám siu xinh mùi không đc thơm cho lắm với giá tiền thì ôk,"[0, 0, 1, 1, 0, 1, 0, 0]"
son kem lì màu rất đẹp ạ nhưng son lên nhanh trôi rất ưng_ý ạ smiling_face_with_hearts,"[1, 1, 0, 0, 0, 1, 0, 0]"
nguyên_liệu để nấu súp gà 40 gram ức thịt gà 2 trái bắp mỹ 2 quả trứng_gà 20 gram nấm_hương 2 muỗng bột năng 2 củ_hành tím hành lá và ngò rí gia_vị hạt nêm đường muối_tiêu xay và dầu_mè,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng đánh lên môi kết_cấu xinh độ bền_màu kh bền nên mua nhá m n nhma nó kh có lì đâu với giao hàng lâu cực,"[1, 1, 0, 0, 0, 0, 1, 0]"
sản_phẩm rất xinh_đẹp tuyệt_vời tôi không_thể trông_đợi gì hơn cảm_ơn nhà cung_cấp nhà_sản_xuất cảm_ơn người bán hàng cảm_ơn sàn thương_mại_điện_tử cảm_ơn người vận_chuyển để tôi có cơ_hội dùng sản_phẩm tốt như thế này,"[0, 0, 0, 0, 0, 0, 1, 0]"
value is and highly the price has to acount on parts of society,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm tốt giá hợp_lý sẽ mua lại lần 2 đã mua nhiều lần,"[0, 0, 0, 1, 0, 0, 0, 0]"
son siêu đẹp đánh khá mướt môi đặc_biệt là lâu trôi và ko dây khi ăn_uống dịch giao hàng hơi lâu nhưng vẫn đợi đc thumbs_up,"[1, 1, 0, 0, 0, 0, 1, 0]"
son khá nhỏ nên giá như vậy là ok rùi giao hàng hơi lâu chút,"[0, 0, 0, 1, 0, 0, 1, 0]"
hàng đụga mô_tả son thơm nhưng giao hàng hơi lâu shiper nhiệt_tình,"[0, 0, 1, 0, 0, 0, 1, 0]"
giao hàng lâu lắm luôn có_khi là tùy chỗ vỏ bị bóp_méo nha hình_ảnh mang tính_chất nhận xu,"[0, 0, 0, 0, 0, 0, 1, 0]"
smiling_face_with_heart eyes să n sa ng să m sale đo n tê t suôn se đê nàng có thêm nhiê u suôn se làm đâu thă ng đó đi đê n đâu cu ng đươ c yêu_thương juno mang đê n cho nàng mùa sale tê t suôn se să m sư a túi giày mơ i tinh đón_chào va n sư hanh_thông trôi cha y trong năm 202 party_popper sale tê t suôn se party_popper să m tu i,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm nói_chung là ok không còn gì để chê cả mọi người nên mua để ủng_hộ cho ship nhe thumbs_up,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng màu son đẹp kết_cấu đẹp độ bền_màu chưa thử mài son rất đẹp nha ừn ý,"[1, 1, 0, 0, 0, 1, 0, 0]"
rất là ok hàng đẹp đúng mẫu dù dịch nhưng giao hàng_không quá chậm,"[0, 0, 0, 0, 0, 0, 1, 0]"
son mịn lắm mn nên mua,"[0, 1, 0, 0, 0, 0, 0, 0]"
son bia màu 25 đỏ đất xinh lắm nhìn trắng da trắng răng lại được tặng thêm 1 thỏi eglip đóng gói hàng cẩn_thận lắm nói_chung là rất ưng,"[0, 0, 0, 0, 0, 1, 0, 1]"
xinh lắm lun íi gói hàng đẹp hsd lâu tới 2024 lận,"[0, 0, 0, 0, 0, 0, 0, 1]"
chất_lượng sản_phẩm tuyệt_vời đóng_gói sane phẩm rất tốt hêhe,"[0, 0, 0, 0, 0, 0, 0, 1]"
lần này là mua lần 2 rồi nhưng vẫn ưng cực giao hàng 1 tuần là có rồi không lâu cũng không quá nhanh nhưng mà hài_lòng nha,"[0, 0, 0, 0, 0, 0, 1, 0]"
hàng đẹp nên mua làm nền trang_điểm môi cũng được giao hàng lâu thật_sự dù là hàng quốc_tế nhưng mk đặt nhiều shop r_shop này giao lâu hơn,"[0, 0, 0, 0, 0, 0, 1, 0]"
màu đẹp lắm nha mn,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng son kết_cấu mềm mịn độ bền_màu tốt shop chuẩn_bị hàng nhanh đóng gói hàng cẩn_thận son đánh lên nhìn màu ưng,"[1, 1, 0, 0, 0, 1, 1, 1]"
mình khá thích cách đóng_gói và giao hàng cũng khá sài hãng này lần nào được giới_thiệu nên mua thử và dùng rất ưng_ý mùi ko nồng đâu mn rất ok màu 905 nha khi test thử lên tay vì chụp flash nó hơi chói và sáng chứ lên môi là rất ok,"[0, 0, 1, 0, 0, 1, 1, 1]"
sản_phẩm đẹp thumbs_up raised_hand thumbs_up raised_hand thumbs_up raised_hand,"[0, 0, 0, 0, 1, 0, 0, 0]"
lần đầu_tiên dùng thử dòng son này chưa biết chất son như thế_nào nhưng cảm_thấy rất thích vỏ hộp của son đẹp,"[0, 1, 0, 0, 0, 0, 0, 0]"
son đánh lên mềm môi mịn như nhung í rất thích mùi son thơm ngọt ngọt kiểu mùi nho với cả dâu_tây màu mình đánh là 403 xinh xỉu luôn phù_hợp cho mọi loại da và màu 402 thì không phải nói đẹp xuất_sắc luôn màu nó tựa tựa giống với romand milk tea 02 á nói_chung là sản_phẩm rất đáng tiền mua,"[0, 1, 1, 1, 0, 1, 0, 0]"
lần đầu mua son của nhà này chất son ko bột mấy màu đẹp nha mọi người tuy_nhiên mùi hơi khó_chịu,"[0, 1, 1, 0, 0, 1, 0, 0]"
hình_ảnh video k liên_quan lắm nhưng son oki màu đẹp thơm mùi socola,"[0, 0, 1, 0, 0, 1, 0, 0]"
son khá đẹp đóng_gói sản_phẩm ok chất son không lỳ lắm nhưng mà vẫn ok red_heart red_heart,"[1, 1, 0, 0, 0, 0, 0, 1]"
son lên màu đẹp nhưng kg lỳ,"[1, 0, 0, 0, 0, 1, 0, 0]"
công_dụng son len mau xinh xiu luon kết_cấu to len moi mau dep lam nha da ngam dung cung khong lo nhe độ bền_màu dung chat son li dung khoang 3 4 tieng moi troi xinh lắm trời_ơi mua ngay đi mn,"[1, 0, 0, 0, 0, 1, 0, 0]"
xịn xò lắm chời giá rẻ mà chất xịn lắm thơm thơm,"[0, 1, 1, 1, 0, 0, 0, 0]"
son cũng đẹp ạ chưa dùng nên chu có đánh_giá kĩ được hình_ảnh chỉ mang tính_chất nhận xu,"[0, 0, 0, 0, 1, 0, 0, 0]"
son đẹp mà giao lâu thiệc nhma ổn nha mn k mại dzo mại dzoi,"[0, 0, 0, 0, 0, 0, 1, 0]"
chất son mịn thơm nhưng điểm trừ là dễ trôi vd khi đeo khẩu_trang hay không may bị quệt sẽ bị dính son bao_bì đóng_gói cẩn_thận kèm hộp son khá cute hình_như màu mình mua hơi đậm hay sao nên mấy bạn học_sinh như mình chỉ cần đánh nhẹ là màu nên rất ok rồi giá rất phải_chăng nên mình rất thích,"[1, 1, 1, 1, 0, 1, 0, 1]"
công_dụng son môi kết_cấu mịn mượt thơm độ bền_màu 2 3 h nếu ko ăn_uống đẹp two_hearts,"[1, 1, 0, 0, 0, 0, 0, 0]"
son lần này phần nắp đục hơn lần trc k biết shop có trộn thật lẫn fake hay không,"[0, 0, 0, 0, 1, 0, 0, 0]"
chất lì mà nhẹ môi lắm nhé thỏi son nhìn thiết_kế cũng iu nữa chứ,"[1, 1, 0, 0, 0, 0, 0, 0]"
chưa dùng thử nhưng thấy shop đóng_gói cẩn_thận giao hàng nhanh 6 ngày mà mình đã nhận được rồi nha,"[0, 0, 0, 0, 0, 0, 1, 1]"
sản_phẩm đúng mô_tả shop đóng_gói cẩn nhiệt_tình,"[0, 0, 0, 0, 0, 0, 1, 1]"
son màu đẹp giaá rẻ giao hàng nhanh chất_lượng sparkles seẽ ủng_hộ tiếp,"[0, 0, 0, 1, 0, 1, 1, 0]"
màu len đẹp thơm mịn mướt môi rất đáng tiền mua,"[0, 1, 1, 1, 0, 1, 0, 0]"
giao hàng khá nhanh chất hơi bột một_tí khá ổn so với giá,"[0, 1, 0, 1, 0, 0, 1, 0]"
sản_phẩm rất xinh_đẹp tuyệt_vời tôi không_thể trông_đợi gì hơn cảm_ơn nhà cung_cấp nhà_sản_xuất cảm_ơn người bán hàng cảm_ơn sàn thương_mại_điện_tử cảm_ơn người vận_chuyển để tôi có cơ_hội dùng sản_phẩm tốt như thế này,"[0, 0, 0, 0, 1, 0, 0, 0]"
shop giao đúng mẫu đúng màu son xinh lắm nha lên màu chuẩn OK_hand,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu lên môi vẫn tươi tươi sao á mn nhma chất son với mùi son không chỗ nào chê nha cho 8 đ vì màu hơi tươi smiling_face_with_tear,"[0, 1, 1, 0, 0, 1, 0, 0]"
màu son đỉnh lắm luôn lại còn mềm môi nữa cực_kì ưng í,"[0, 1, 0, 0, 0, 1, 0, 0]"
em son này thì mình rất mê tuy rẻ nhưng chất_lượng đấy ạ chỉ điều vẫn bị trôi trong khi bảo nó là son lì son có mùi thơm mình rất thích đóng_gói cẩn_thận mà hàng giao hơi lâu so với mình nghĩ,"[1, 0, 1, 1, 0, 0, 1, 1]"
mua ngay đợt sale rẻ mà chất_lượng cực_kì son đánh lên siu đẹp đóng_gói hộp rất đẹp,"[0, 0, 0, 1, 0, 0, 0, 1]"
đúng mẫu nhea đóng_gói chắc_chắn và đẹp giao hàng nhanh son chất_lượng tốt xịn xịn,"[0, 0, 0, 0, 0, 0, 1, 1]"
màu giống hình lắm mịn mướt không khô môi đâu mọi người nên mua nha,"[0, 1, 0, 0, 0, 1, 0, 0]"
sản_phẩm oki nhé mn,"[0, 0, 0, 0, 1, 0, 0, 0]"
son màu tươi nhanh trôi k lỳ giao hàng lâu shiper nhiệt_tình đóng gói hàng chắc_chắn bọc nilong chống sốc cẩn_thận,"[1, 0, 0, 0, 0, 1, 1, 1]"
mua 1 cây son sáp thì bị mất mới mua lại cây này màu hơi cam 1 chút beaming_face_with_smiling_eyes,"[0, 0, 0, 0, 0, 1, 0, 0]"
son màu đẹp thấy 12 12 đặt khung giờ 0 2 h được tặng móc khóa nữa đặt lúc 0 h20 mà vẫn không nhận được,"[0, 0, 0, 0, 0, 1, 0, 0]"
hàng về hơi lâu chất son đc màu đẹp nói_chung khum có gì để chê đôu rất đáng mua 3,"[0, 1, 0, 0, 0, 1, 1, 0]"
son đỉnh lắm nho mng mình dùng đến thỏi thứ 2 roi,"[0, 0, 0, 0, 1, 0, 0, 0]"
rất hài_lòng với sản_phẩm của shop màu vô_cùng đẹp luôn a luôn ủng_hộ a,"[0, 0, 0, 0, 0, 1, 0, 0]"
son xinh xỉu luôn mùi không bị nồng hơi khó tán xíu,"[0, 1, 1, 0, 0, 0, 0, 0]"
qc nhac cho doanh nghiep quang ba hinh anh van hoa doanh nghiep hay gioi thieu san pham that de dang dung muc tieu khoi tao mot lan dung mai mai chi voi 50 0 d soan ngay dn gui 121 mien phi nhan vien vietel se lien he de tu van ban tao ban nhac cho hap dan nhat chi tiet truy cap ht,"[0, 0, 0, 0, 1, 0, 0, 0]"
lên màu siêu đẹp luôn mùi thơm xỉu đang có sale nên rẻ nữa uwu,"[0, 0, 1, 1, 0, 1, 0, 0]"
3 mua 2 cây lời ghê luôn á son chất_lượng lên đúng màu nhưng hơi khô máu,"[0, 0, 0, 1, 0, 1, 0, 0]"
giao hàng nhanh đóng_gói sản_phẩm chắc_chắn giao đúng loại đã đặt,"[0, 0, 0, 0, 0, 0, 1, 1]"
đóng gói hàng ok time cx khá nhanh mùi son thơm tuy_nhiên nhanh,"[1, 0, 1, 0, 0, 0, 0, 1]"
hình_ảnh và video chỉ mang tính_chất nhận xu son đẹp đúng màu sp tốt,"[0, 0, 0, 0, 0, 1, 0, 0]"
8 8 săn sale được giá mềm mua được 2 màu xuất_sắc nhất nữa màu 25 thì đây là cây thứ 3 mình mua rồi còn màu 24 lần này quyết_định mua thử xem lên môi đẹp ngang_ngửa màu 25 do tình_hình giãn cách nên thời_gian lấy hàng hơi lâu nhưng không sao vẫn nhận được hàng cảm_ơn bia heart_suit,"[0, 0, 0, 1, 0, 1, 0, 0]"
công_dụng màu nhẹ_nhàng đẹp kết_cấu mềm_mỏng mướt độ bền_màu bthg bám ko lâu lắm son giao khá lâu nhỏ chất đẹp lên môi rất mềm mùi thơm màu 105 này trông rất tự_nhiên lên môi không bị nặng màu finish khá sến,"[1, 1, 1, 0, 0, 1, 1, 0]"
ghsgj siu siu đẹp,"[0, 0, 0, 0, 1, 0, 0, 0]"
mua lần đầu màu xinh mướt son hơi nhẹ k nhưng mà màu này thì cũng g chả có gì để chê nữa,"[0, 1, 0, 0, 0, 1, 0, 0]"
thực_tế so với giá thì son rất đẹp từ chất cho đến vỏ son mặc_dù đợi hơi lâu còn lại rất đáng mua,"[0, 1, 0, 1, 0, 0, 1, 0]"
đây là lần thứ 3 mình dùng thỏi romand06 này rồi mọi người ạ,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu xinh lắm nên mua nha mn mình mua lần thứ hai r son rẻ chất_lượng cx ok,"[0, 0, 0, 1, 0, 1, 0, 0]"
màu đẹp mịn đánh_giá tiền,"[0, 1, 0, 1, 0, 1, 0, 0]"
son đẹp lắm ạ bôi lên nhìn đẹp và khá mịn nói_chung sản_phẩm tốt red_heart,"[0, 1, 0, 0, 0, 0, 0, 0]"
đồ sịn lắm mn nhé,"[0, 0, 0, 0, 1, 0, 0, 0]"
eo ơi lúc đầu mua cũng không hy_vọng mấy mà về dùng thử màu đẹp vc lúc đầu đánh lên_hơi có mùi nhưng về sau hết luôn nha đáng tiền lắm luôn,"[0, 0, 1, 1, 0, 0, 0, 0]"
hàng đóng_gói chắc_chắn tuy_nhiên thời_gian giao hàng khá lâu khoản 10 ngày chất_lượng chưa dùng chưa biết,"[0, 0, 0, 0, 0, 0, 1, 1]"
kết_cấu hihi độ bền_màu hihi oke lắm mng đúng màu mình thích kiểu thâm_thâm mùi cũng thơm ncl oke,"[1, 1, 1, 0, 0, 1, 0, 0]"
công_dụng voi gia nhu vay thi son khong con gi de che kết_cấu lop son min va mem de tan độ bền_màu uong nuoc thi van bi lem tren thanh coc nhung noi chung thi van ung nha,"[1, 1, 0, 1, 0, 0, 0, 0]"
son xinh lắm mng ơi với giá này mình kh đòi_hỏi lắm mà về ưng kh tưởng luôn chất son mềm mịn thơm dễ_chịu_cực ý màu đẹp lên môi xinh xỉu luôn á son hơi bóng nhẹ còn tẩy thì trên môi quẹt 1 đường là đi luôn chứ kh như da tay trên video nhé ạ face_with_tears_of_joy,"[1, 1, 1, 0, 0, 0, 0, 0]"
son đẹp màu chuẩn giao hơi lâu săn sale còn 90 k siêu ưng cái bụng luôn ý,"[0, 0, 0, 1, 0, 1, 1, 0]"
màu son siêu xinh mùi son hơi nồng nhưng son rẻ nên ko đòi_hỏi nhiều hihi,"[0, 0, 1, 1, 0, 1, 0, 0]"
son thơm xỉu luôn á chất đỉnh nói_chung là ok lắm luôn smiling_face_with_open_hands,"[0, 1, 1, 0, 0, 0, 0, 0]"
đóng gói gì mà xinh_xẻo dữ đến cả cái vorvungx k lỡ vứt nữa nói đến cái hộp thì lại xinh hết kế sang chảnh nữa chứ son thì phải nói đến chất màu v07 cảm_thấy rất ưng cái bụng về sự lên màu chất din đẹp môi mềm độ bám cũng ok nữa ưng,"[1, 1, 0, 0, 0, 1, 0, 1]"
vỏ đẹp siêu yêu sang chảnh rất mê son nhà merzy màu siêu tone da và cá_tính,"[0, 0, 0, 0, 0, 1, 0, 0]"
